dep;jour;pc_vac_dose1;pc_vac_dose2;pc_vac_cum_dose1;pc_vac_cum_dose2
77;2021-03-22;428;12;10506;1727
77;2021-03-23;696;16;11202;1743
77;2021-03-24;594;37;11796;1780
77;2021-03-25;928;19;12724;1799
77;2021-03-26;993;15;13717;1814
77;2021-03-27;554;1;14271;1815
77;2021-03-28;272;1;14543;1816
77;2021-03-29;374;22;14917;1838
77;2021-03-30;574;39;15491;1877
77;2021-03-31;438;42;15929;1919
77;2021-04-01;533;87;16462;2006
78;2020-12-28;0;0;0;0
78;2020-12-29;0;0;0;0
78;2020-12-30;0;0;0;0
78;2020-12-31;0;0;0;0
78;2021-01-01;0;0;0;0
78;2021-01-02;0;0;0;0
78;2021-01-03;0;0;0;0
78;2021-01-04;18;0;18;0
78;2021-01-05;30;0;48;0
78;2021-01-06;35;0;83;0
78;2021-01-07;60;0;143;0
78;2021-01-08;81;0;224;0
78;2021-01-09;4;0;228;0
78;2021-01-10;0;0;228;0
78;2021-01-11;113;0;341;0
78;2021-01-12;124;0;465;0
78;2021-01-13;98;0;563;0
78;2021-01-14;98;0;661;0
78;2021-01-15;100;0;761;0
78;2021-01-16;2;0;763;0
78;2021-01-17;0;0;763;0
78;2021-01-18;74;0;837;0
78;2021-01-19;106;0;943;0
78;2021-01-20;78;0;1021;0
78;2021-01-21;152;1;1173;1
78;2021-01-22;130;1;1303;2
78;2021-01-23;7;0;1310;2
78;2021-01-24;2;0;1312;2
78;2021-01-25;48;1;1360;3
78;2021-01-26;82;2;1442;5
78;2021-01-27;88;3;1530;8
78;2021-01-28;131;5;1661;13
78;2021-01-29;65;5;1726;18
78;2021-01-30;9;0;1735;18
78;2021-01-31;0;0;1735;18
78;2021-02-01;22;26;1757;44
78;2021-02-02;27;39;1784;83
78;2021-02-03;31;28;1815;111
78;2021-02-04;42;74;1857;185
78;2021-02-05;47;73;1904;258
78;2021-02-06;7;9;1911;267
78;2021-02-07;10;0;1921;267
78;2021-02-08;30;81;1951;348
78;2021-02-09;52;127;2003;475
78;2021-02-10;63;95;2066;570
78;2021-02-11;79;147;2145;717
78;2021-02-12;132;124;2277;841
78;2021-02-13;10;7;2287;848
78;2021-02-14;0;0;2287;848
78;2021-02-15;35;67;2322;915
78;2021-02-16;49;96;2371;1011
78;2021-02-17;43;98;2414;1109
78;2021-02-18;76;166;2490;1275
78;2021-02-19;74;92;2564;1367
78;2021-02-20;12;4;2576;1371
78;2021-02-21;0;0;2576;1371
78;2021-02-22;40;50;2616;1421
78;2021-02-23;31;45;2647;1466
78;2021-02-24;99;64;2746;1530
78;2021-02-25;199;62;2945;1592
78;2021-02-26;320;44;3265;1636
78;2021-02-27;311;4;3576;1640
78;2021-02-28;27;0;3603;1640
78;2021-03-01;122;32;3725;1672
78;2021-03-02;358;31;4083;1703
78;2021-03-03;431;47;4514;1750
78;2021-03-04;569;80;5083;1830
78;2021-03-05;714;70;5797;1900
78;2021-03-06;752;6;6549;1906
78;2021-03-07;266;0;6815;1906
78;2021-03-08;195;20;7010;1926
78;2021-03-09;477;34;7487;1960
78;2021-03-10;447;48;7934;2008
78;2021-03-11;643;75;8577;2083
78;2021-03-12;876;56;9453;2139
78;2021-03-13;787;3;10240;2142
78;2021-03-14;136;0;10376;2142
78;2021-03-15;443;11;10819;2153
78;2021-03-16;204;24;11023;2177
78;2021-03-17;231;10;11254;2187
78;2021-03-18;284;26;11538;2213
78;2021-03-19;631;19;12169;2232
78;2021-03-20;387;2;12556;2234
78;2021-03-21;46;0;12602;2234
78;2021-03-22;503;12;13105;2246
78;2021-03-23;884;12;13989;2258
78;2021-03-24;828;31;14817;2289
78;2021-03-25;1180;21;15997;2310
78;2021-03-26;1138;25;17135;2335
78;2021-03-27;608;9;17743;2344
78;2021-03-28;253;2;17996;2346
78;2021-03-29;509;29;18505;2375
78;2021-03-30;718;49;19223;2424
78;2021-03-31;695;73;19918;2497
78;2021-04-01;666;112;20584;2609
79;2020-12-28;0;0;0;0
79;2020-12-29;0;0;0;0
79;2020-12-30;0;0;0;0
79;2020-12-31;0;0;0;0
79;2021-01-01;0;0;0;0
79;2021-01-02;0;0;0;0
79;2021-01-03;0;0;0;0
79;2021-01-04;0;0;0;0
79;2021-01-05;0;0;0;0
79;2021-01-06;0;0;0;0
79;2021-01-07;11;0;11;0
79;2021-01-08;23;0;34;0
79;2021-01-09;12;0;46;0
79;2021-01-10;0;0;46;0
79;2021-01-11;31;0;77;0
79;2021-01-12;34;0;111;0
79;2021-01-13;36;0;147;0
79;2021-01-14;54;0;201;0
79;2021-01-15;54;0;255;0
79;2021-01-16;4;1;259;1
79;2021-01-17;0;0;259;1
79;2021-01-18;25;0;284;1
79;2021-01-19;63;0;347;1
79;2021-01-20;102;0;449;1
79;2021-01-21;120;0;569;1
79;2021-01-22;61;0;630;1
79;2021-01-23;4;0;634;1
79;2021-01-24;0;0;634;1
79;2021-01-25;35;1;669;2
79;2021-01-26;25;2;694;4
79;2021-01-27;37;6;731;10
79;2021-01-28;43;13;774;23
79;2021-01-29;21;13;795;36
79;2021-01-30;0;0;795;36
79;2021-01-31;0;0;795;36
79;2021-02-01;15;16;810;52
79;2021-02-02;13;8;823;60
79;2021-02-03;15;6;838;66
79;2021-02-04;12;16;850;82
79;2021-02-05;25;13;875;95
79;2021-02-06;0;0;875;95
79;2021-02-07;0;0;875;95
79;2021-02-08;13;18;888;113
79;2021-02-09;16;65;904;178
79;2021-02-10;31;66;935;244
79;2021-02-11;36;93;971;337
79;2021-02-12;26;58;997;395
79;2021-02-13;6;7;1003;402
79;2021-02-14;0;0;1003;402
79;2021-02-15;10;24;1013;426
79;2021-02-16;26;36;1039;462
79;2021-02-17;15;53;1054;515
79;2021-02-18;17;67;1071;582
79;2021-02-19;12;39;1083;621
79;2021-02-20;1;1;1084;622
79;2021-02-21;0;0;1084;622
79;2021-02-22;4;44;1088;666
79;2021-02-23;13;29;1101;695
79;2021-02-24;12;22;1113;717
79;2021-02-25;201;34;1314;751
79;2021-02-26;203;23;1517;774
79;2021-02-27;206;0;1723;774
79;2021-02-28;16;0;1739;774
79;2021-03-01;17;18;1756;792
79;2021-03-02;108;18;1864;810
79;2021-03-03;135;25;1999;835
79;2021-03-04;276;26;2275;861
79;2021-03-05;356;29;2631;890
79;2021-03-06;196;0;2827;890
79;2021-03-07;5;0;2832;890
79;2021-03-08;21;20;2853;910
79;2021-03-09;141;14;2994;924
79;2021-03-10;147;21;3141;945
79;2021-03-11;279;14;3420;959
79;2021-03-12;296;5;3716;964
79;2021-03-13;170;0;3886;964
79;2021-03-14;3;0;3889;964
79;2021-03-15;47;10;3936;974
79;2021-03-16;35;6;3971;980
79;2021-03-17;19;5;3990;985
79;2021-03-18;23;10;4013;995
79;2021-03-19;82;9;4095;1004
79;2021-03-20;147;0;4242;1004
79;2021-03-21;0;0;4242;1004
79;2021-03-22;47;6;4289;1010
79;2021-03-23;109;12;4398;1022
79;2021-03-24;180;0;4578;1022
79;2021-03-25;275;5;4853;1027
79;2021-03-26;295;4;5148;1031
79;2021-03-27;99;0;5247;1031
79;2021-03-28;0;0;5247;1031
79;2021-03-29;153;7;5400;1038
79;2021-03-30;232;0;5632;1038
79;2021-03-31;256;17;5888;1055
79;2021-04-01;245;15;6133;1070
80;2020-12-28;0;0;0;0
80;2020-12-29;0;0;0;0
80;2020-12-30;0;0;0;0
80;2020-12-31;0;0;0;0
80;2021-01-01;0;0;0;0
80;2021-01-02;0;0;0;0
80;2021-01-03;1;0;1;0
80;2021-01-04;0;0;1;0
80;2021-01-05;0;0;1;0
80;2021-01-06;1;0;2;0
80;2021-01-07;40;0;42;0
80;2021-01-08;39;0;81;0
80;2021-01-09;20;0;101;0
80;2021-01-10;4;0;105;0
80;2021-01-11;37;0;142;0
80;2021-01-12;49;0;191;0
80;2021-01-13;66;0;257;0
80;2021-01-14;53;0;310;0
80;2021-01-15;37;0;347;0
80;2021-01-16;14;0;361;0
80;2021-01-17;9;0;370;0
80;2021-01-18;37;0;407;0
80;2021-01-19;63;0;470;0
80;2021-01-20;64;0;534;0
80;2021-01-21;63;0;597;0
80;2021-01-22;61;0;658;0
80;2021-01-23;36;0;694;0
80;2021-01-24;44;0;738;0
80;2021-01-25;71;0;809;0
80;2021-01-26;82;2;891;2
80;2021-01-27;63;2;954;4
80;2021-01-28;41;39;995;43
80;2021-01-29;42;35;1037;78
80;2021-01-30;4;14;1041;92
80;2021-01-31;0;0;1041;92
80;2021-02-01;3;40;1044;132
80;2021-02-02;5;50;1049;182
80;2021-02-03;1;50;1050;232
80;2021-02-04;2;36;1052;268
80;2021-02-05;6;22;1058;290
80;2021-02-06;2;6;1060;296
80;2021-02-07;0;0;1060;296
80;2021-02-08;19;24;1079;320
80;2021-02-09;20;31;1099;351
80;2021-02-10;16;28;1115;379
80;2021-02-11;15;27;1130;406
80;2021-02-12;11;33;1141;439
80;2021-02-13;18;18;1159;457
80;2021-02-14;7;40;1166;497
80;2021-02-15;27;59;1193;556
80;2021-02-16;44;90;1237;646
80;2021-02-17;26;52;1263;698
80;2021-02-18;36;53;1299;751
80;2021-02-19;48;41;1347;792
80;2021-02-20;1;23;1348;815
80;2021-02-21;8;4;1356;819
80;2021-02-22;3;32;1359;851
80;2021-02-23;18;28;1377;879
80;2021-02-24;63;71;1440;950
80;2021-02-25;228;34;1668;984
80;2021-02-26;357;23;2025;1007
80;2021-02-27;182;2;2207;1009
80;2021-02-28;9;3;2216;1012
80;2021-03-01;106;4;2322;1016
80;2021-03-02;169;6;2491;1022
80;2021-03-03;173;4;2664;1026
80;2021-03-04;342;1;3006;1027
80;2021-03-05;488;5;3494;1032
80;2021-03-06;464;9;3958;1041
80;2021-03-07;152;7;4110;1048
80;2021-03-08;77;30;4187;1078
80;2021-03-09;223;38;4410;1116
80;2021-03-10;310;29;4720;1145
80;2021-03-11;353;14;5073;1159
80;2021-03-12;580;9;5653;1168
80;2021-03-13;773;10;6426;1178
80;2021-03-14;59;0;6485;1178
80;2021-03-15;127;5;6612;1183
80;2021-03-16;71;23;6683;1206
80;2021-03-17;55;23;6738;1229
80;2021-03-18;82;12;6820;1241
80;2021-03-19;273;37;7093;1278
80;2021-03-20;664;3;7757;1281
80;2021-03-21;75;0;7832;1281
80;2021-03-22;135;10;7967;1291
80;2021-03-23;266;11;8233;1302
80;2021-03-24;288;15;8521;1317
80;2021-03-25;401;19;8922;1336
80;2021-03-26;497;22;9419;1358
80;2021-03-27;333;13;9752;1371
80;2021-03-28;73;9;9825;1380
80;2021-03-29;233;52;10058;1432
80;2021-03-30;296;35;10354;1467
80;2021-03-31;212;42;10566;1509
80;2021-04-01;264;70;10830;1579
81;2020-12-28;0;0;0;0
81;2020-12-29;0;0;0;0
81;2020-12-30;0;0;0;0
81;2020-12-31;0;0;0;0
81;2021-01-01;0;0;0;0
81;2021-01-02;0;0;0;0
81;2021-01-03;0;0;0;0
81;2021-01-04;0;0;0;0
81;2021-01-05;0;0;0;0
81;2021-01-06;0;0;0;0
81;2021-01-07;6;0;6;0
81;2021-01-08;40;0;46;0
81;2021-01-09;16;0;62;0
81;2021-01-10;0;0;62;0
81;2021-01-11;17;0;79;0
81;2021-01-12;23;0;102;0
81;2021-01-13;21;0;123;0
81;2021-01-14;69;0;192;0
81;2021-01-15;65;0;257;0
81;2021-01-16;15;0;272;0
81;2021-01-17;0;0;272;0
81;2021-01-18;31;0;303;0
81;2021-01-19;40;0;343;0
81;2021-01-20;38;0;381;0
81;2021-01-21;67;0;448;0
81;2021-01-22;49;0;497;0
81;2021-01-23;11;0;508;0
81;2021-01-24;5;0;513;0
81;2021-01-25;23;0;536;0
81;2021-01-26;37;0;573;0
81;2021-01-27;30;0;603;0
81;2021-01-28;34;6;637;6
81;2021-01-29;15;24;652;30
81;2021-01-30;15;10;667;40
81;2021-01-31;4;0;671;40
81;2021-02-01;17;20;688;60
81;2021-02-02;26;16;714;76
81;2021-02-03;32;26;746;102
81;2021-02-04;61;50;807;152
81;2021-02-05;60;34;867;186
81;2021-02-06;20;5;887;191
81;2021-02-07;4;0;891;191
81;2021-02-08;6;19;897;210
81;2021-02-09;26;40;923;250
81;2021-02-10;20;18;943;268
81;2021-02-11;31;45;974;313
81;2021-02-12;41;39;1015;352
81;2021-02-13;9;9;1024;361
81;2021-02-14;4;0;1028;361
81;2021-02-15;21;32;1049;393
81;2021-02-16;20;34;1069;427
81;2021-02-17;16;18;1085;445
81;2021-02-18;29;43;1114;488
81;2021-02-19;41;27;1155;515
81;2021-02-20;13;11;1168;526
81;2021-02-21;0;5;1168;531
81;2021-02-22;31;25;1199;556
81;2021-02-23;12;32;1211;588
81;2021-02-24;24;20;1235;608
81;2021-02-25;112;52;1347;660
81;2021-02-26;175;54;1522;714
81;2021-02-27;99;13;1621;727
81;2021-02-28;0;4;1621;731
81;2021-03-01;60;33;1681;764
81;2021-03-02;111;26;1792;790
81;2021-03-03;120;26;1912;816
81;2021-03-04;261;29;2173;845
81;2021-03-05;320;19;2493;864
81;2021-03-06;161;9;2654;873
81;2021-03-07;15;4;2669;877
81;2021-03-08;85;18;2754;895
81;2021-03-09;109;25;2863;920
81;2021-03-10;107;22;2970;942
81;2021-03-11;217;21;3187;963
81;2021-03-12;282;18;3469;981
81;2021-03-13;121;7;3590;988
81;2021-03-14;4;3;3594;991
81;2021-03-15;95;12;3689;1003
81;2021-03-16;56;19;3745;1022
81;2021-03-17;47;11;3792;1033
81;2021-03-18;61;35;3853;1068
81;2021-03-19;133;27;3986;1095
81;2021-03-20;83;3;4069;1098
81;2021-03-21;6;0;4075;1098
81;2021-03-22;89;33;4164;1131
81;2021-03-23;137;9;4301;1140
81;2021-03-24;175;17;4476;1157
81;2021-03-25;195;16;4671;1173
81;2021-03-26;220;14;4891;1187
81;2021-03-27;137;0;5028;1187
81;2021-03-28;68;1;5096;1188
81;2021-03-29;291;12;5387;1200
81;2021-03-30;323;14;5710;1214
81;2021-03-31;306;21;6016;1235
81;2021-04-01;358;17;6374;1252
82;2020-12-28;0;0;0;0
82;2020-12-29;0;0;0;0
82;2020-12-30;0;0;0;0
82;2020-12-31;0;0;0;0
82;2021-01-01;0;0;0;0
82;2021-01-02;0;0;0;0
82;2021-01-03;0;0;0;0
82;2021-01-04;0;0;0;0
82;2021-01-05;1;0;1;0
82;2021-01-06;0;0;1;0
82;2021-01-07;8;0;9;0
82;2021-01-08;5;0;14;0
82;2021-01-09;13;0;27;0
82;2021-01-10;0;0;27;0
82;2021-01-11;10;0;37;0
82;2021-01-12;23;0;60;0
82;2021-01-13;52;0;112;0
82;2021-01-14;40;0;152;0
82;2021-01-15;44;0;196;0
82;2021-01-16;21;0;217;0
82;2021-01-17;1;0;218;0
82;2021-01-18;20;0;238;0
82;2021-01-19;19;0;257;0
82;2021-01-20;18;0;275;0
82;2021-01-21;20;0;295;0
82;2021-01-22;20;0;315;0
82;2021-01-23;6;0;321;0
82;2021-01-24;0;0;321;0
82;2021-01-25;17;0;338;0
82;2021-01-26;22;0;360;0
82;2021-01-27;18;0;378;0
82;2021-01-28;29;5;407;5
82;2021-01-29;22;1;429;6
82;2021-01-30;0;5;429;11
82;2021-01-31;0;0;429;11
82;2021-02-01;10;11;439;22
82;2021-02-02;12;10;451;32
82;2021-02-03;18;9;469;41
82;2021-02-04;43;17;512;58
82;2021-02-05;25;10;537;68
82;2021-02-06;8;3;545;71
82;2021-02-07;3;14;548;85
82;2021-02-08;3;26;551;111
82;2021-02-09;9;20;560;131
82;2021-02-10;8;37;568;168
82;2021-02-11;8;38;576;206
82;2021-02-12;16;29;592;235
82;2021-02-13;8;7;600;242
82;2021-02-14;1;3;601;245
82;2021-02-15;11;15;612;260
82;2021-02-16;12;17;624;277
82;2021-02-17;19;18;643;295
82;2021-02-18;30;29;673;324
82;2021-02-19;36;28;709;352
82;2021-02-20;1;7;710;359
82;2021-02-21;0;0;710;359
82;2021-02-22;13;22;723;381
82;2021-02-23;20;16;743;397
82;2021-02-24;10;16;753;413
82;2021-02-25;65;38;818;451
82;2021-02-26;108;16;926;467
82;2021-02-27;72;0;998;467
82;2021-02-28;11;0;1009;467
82;2021-03-01;25;15;1034;482
82;2021-03-02;92;17;1126;499
82;2021-03-03;53;10;1179;509
82;2021-03-04;118;12;1297;521
82;2021-03-05;119;18;1416;539
82;2021-03-06;114;5;1530;544
82;2021-03-07;50;0;1580;544
82;2021-03-08;83;6;1663;550
82;2021-03-09;54;11;1717;561
82;2021-03-10;87;9;1804;570
82;2021-03-11;111;12;1915;582
82;2021-03-12;149;5;2064;587
82;2021-03-13;139;6;2203;593
82;2021-03-14;15;0;2218;593
82;2021-03-15;43;16;2261;609
82;2021-03-16;6;20;2267;629
82;2021-03-17;12;19;2279;648
82;2021-03-18;11;19;2290;667
82;2021-03-19;58;11;2348;678
82;2021-03-20;39;4;2387;682
82;2021-03-21;7;0;2394;682
82;2021-03-22;45;17;2439;699
82;2021-03-23;56;15;2495;714
82;2021-03-24;70;12;2565;726
82;2021-03-25;112;12;2677;738
82;2021-03-26;167;14;2844;752
82;2021-03-27;72;4;2916;756
82;2021-03-28;28;0;2944;756
82;2021-03-29;85;21;3029;777
82;2021-03-30;123;10;3152;787
82;2021-03-31;92;10;3244;797
82;2021-04-01;112;9;3356;806
83;2020-12-28;0;0;0;0
83;2020-12-29;0;0;0;0
83;2020-12-30;0;0;0;0
83;2020-12-31;0;0;0;0
83;2021-01-01;0;0;0;0
83;2021-01-02;0;0;0;0
83;2021-01-03;0;0;0;0
83;2021-01-04;0;0;0;0
83;2021-01-05;0;0;0;0
83;2021-01-06;3;0;3;0
83;2021-01-07;46;0;49;0
83;2021-01-08;54;0;103;0
83;2021-01-09;10;0;113;0
83;2021-01-10;0;0;113;0
83;2021-01-11;59;0;172;0
83;2021-01-12;91;0;263;0
83;2021-01-13;84;0;347;0
83;2021-01-14;100;0;447;0
83;2021-01-15;59;0;506;0
83;2021-01-16;0;0;506;0
83;2021-01-17;0;0;506;0
83;2021-01-18;74;0;580;0
83;2021-01-19;108;0;688;0
83;2021-01-20;117;0;805;0
83;2021-01-21;125;0;930;0
83;2021-01-22;115;0;1045;0
83;2021-01-23;15;0;1060;0
83;2021-01-24;0;0;1060;0
83;2021-01-25;84;0;1144;0
83;2021-01-26;87;1;1231;1
83;2021-01-27;141;4;1372;5
83;2021-01-28;278;46;1650;51
83;2021-01-29;215;43;1865;94
83;2021-01-30;15;6;1880;100
83;2021-01-31;6;0;1886;100
83;2021-02-01;56;54;1942;154
83;2021-02-02;59;76;2001;230
83;2021-02-03;62;76;2063;306
83;2021-02-04;79;78;2142;384
83;2021-02-05;60;69;2202;453
83;2021-02-06;1;0;2203;453
83;2021-02-07;0;0;2203;453
83;2021-02-08;45;64;2248;517
83;2021-02-09;63;83;2311;600
83;2021-02-10;86;95;2397;695
83;2021-02-11;102;82;2499;777
83;2021-02-12;77;102;2576;879
83;2021-02-13;7;2;2583;881
83;2021-02-14;0;0;2583;881
83;2021-02-15;56;54;2639;935
83;2021-02-16;39;71;2678;1006
83;2021-02-17;67;145;2745;1151
83;2021-02-18;127;241;2872;1392
83;2021-02-19;121;177;2993;1569
83;2021-02-20;9;15;3002;1584
83;2021-02-21;0;1;3002;1585
83;2021-02-22;28;79;3030;1664
83;2021-02-23;56;64;3086;1728
83;2021-02-24;50;71;3136;1799
83;2021-02-25;224;62;3360;1861
83;2021-02-26;318;58;3678;1919
83;2021-02-27;252;4;3930;1923
83;2021-02-28;2;0;3932;1923
83;2021-03-01;93;48;4025;1971
83;2021-03-02;143;50;4168;2021
83;2021-03-03;257;73;4425;2094
83;2021-03-04;353;79;4778;2173
83;2021-03-05;400;64;5178;2237
83;2021-03-06;426;7;5604;2244
83;2021-03-07;144;0;5748;2244
83;2021-03-08;108;69;5856;2313
83;2021-03-09;236;51;6092;2364
83;2021-03-10;337;83;6429;2447
83;2021-03-11;556;139;6985;2586
83;2021-03-12;495;94;7480;2680
83;2021-03-13;507;15;7987;2695
83;2021-03-14;135;0;8122;2695
83;2021-03-15;277;36;8399;2731
83;2021-03-16;171;55;8570;2786
83;2021-03-17;183;60;8753;2846
83;2021-03-18;206;82;8959;2928
83;2021-03-19;365;46;9324;2974
83;2021-03-20;323;1;9647;2975
83;2021-03-21;197;0;9844;2975
83;2021-03-22;340;38;10184;3013
83;2021-03-23;413;41;10597;3054
83;2021-03-24;459;36;11056;3090
83;2021-03-25;660;88;11716;3178
83;2021-03-26;718;35;12434;3213
83;2021-03-27;434;11;12868;3224
83;2021-03-28;177;0;13045;3224
83;2021-03-29;458;33;13503;3257
83;2021-03-30;583;48;14086;3305
83;2021-03-31;540;48;14626;3353
83;2021-04-01;531;87;15157;3440
84;2020-12-28;0;0;0;0
84;2020-12-29;0;0;0;0
84;2020-12-30;0;0;0;0
84;2020-12-31;0;0;0;0
84;2021-01-01;0;0;0;0
84;2021-01-02;0;0;0;0
84;2021-01-03;0;0;0;0
84;2021-01-04;0;0;0;0
84;2021-01-05;0;0;0;0
84;2021-01-06;0;0;0;0
84;2021-01-07;1;0;1;0
84;2021-01-08;8;0;9;0
84;2021-01-09;1;0;10;0
84;2021-01-10;0;0;10;0
84;2021-01-11;16;0;26;0
84;2021-01-12;47;0;73;0
84;2021-01-13;30;0;103;0
84;2021-01-14;65;0;168;0
84;2021-01-15;53;0;221;0
84;2021-01-16;12;1;233;1
84;2021-01-17;4;0;237;1
84;2021-01-18;34;0;271;1
84;2021-01-19;47;0;318;1
84;2021-01-20;42;0;360;1
84;2021-01-21;54;0;414;1
84;2021-01-22;71;0;485;1
84;2021-01-23;25;0;510;1
84;2021-01-24;0;0;510;1
84;2021-01-25;28;0;538;1
84;2021-01-26;39;0;577;1
84;2021-01-27;43;0;620;1
84;2021-01-28;66;0;686;1
84;2021-01-29;59;9;745;10
84;2021-01-30;7;1;752;11
84;2021-01-31;1;0;753;11
84;2021-02-01;32;8;785;19
84;2021-02-02;39;29;824;48
84;2021-02-03;70;24;894;72
84;2021-02-04;55;29;949;101
84;2021-02-05;46;24;995;125
84;2021-02-06;6;5;1001;130
84;2021-02-07;0;0;1001;130
84;2021-02-08;31;23;1032;153
84;2021-02-09;31;41;1063;194
84;2021-02-10;24;21;1087;215
84;2021-02-11;46;45;1133;260
84;2021-02-12;35;44;1168;304
84;2021-02-13;4;9;1172;313
84;2021-02-14;0;0;1172;313
84;2021-02-15;10;37;1182;350
84;2021-02-16;8;41;1190;391
84;2021-02-17;50;37;1240;428
84;2021-02-18;52;66;1292;494
84;2021-02-19;48;53;1340;547
84;2021-02-20;2;11;1342;558
84;2021-02-21;1;1;1343;559
84;2021-02-22;30;35;1373;594
84;2021-02-23;28;38;1401;632
84;2021-02-24;30;52;1431;684
84;2021-02-25;172;31;1603;715
84;2021-02-26;220;42;1823;757
84;2021-02-27;47;6;1870;763
84;2021-02-28;6;0;1876;763
84;2021-03-01;55;28;1931;791
84;2021-03-02;98;46;2029;837
84;2021-03-03;114;58;2143;895
84;2021-03-04;205;50;2348;945
84;2021-03-05;233;49;2581;994
84;2021-03-06;220;4;2801;998
84;2021-03-07;70;0;2871;998
84;2021-03-08;99;24;2970;1022
84;2021-03-09;168;15;3138;1037
84;2021-03-10;158;31;3296;1068
84;2021-03-11;292;32;3588;1100
84;2021-03-12;289;34;3877;1134
84;2021-03-13;117;1;3994;1135
84;2021-03-14;34;0;4028;1135
84;2021-03-15;103;7;4131;1142
84;2021-03-16;51;25;4182;1167
84;2021-03-17;69;46;4251;1213
84;2021-03-18;93;30;4344;1243
84;2021-03-19;210;36;4554;1279
84;2021-03-20;118;0;4672;1279
84;2021-03-21;27;0;4699;1279
84;2021-03-22;130;32;4829;1311
84;2021-03-23;187;32;5016;1343
84;2021-03-24;237;20;5253;1363
84;2021-03-25;419;20;5672;1383
84;2021-03-26;420;24;6092;1407
84;2021-03-27;134;2;6226;1409
84;2021-03-28;18;0;6244;1409
84;2021-03-29;183;16;6427;1425
84;2021-03-30;258;25;6685;1450
84;2021-03-31;300;20;6985;1470
84;2021-04-01;336;33;7321;1503
85;2020-12-28;0;0;0;0
85;2020-12-29;0;0;0;0
85;2020-12-30;0;0;0;0
85;2020-12-31;0;0;0;0
85;2021-01-01;0;0;0;0
85;2021-01-02;0;0;0;0
85;2021-01-03;0;0;0;0
85;2021-01-04;2;0;2;0
85;2021-01-05;5;0;7;0
85;2021-01-06;13;0;20;0
85;2021-01-07;11;0;31;0
85;2021-01-08;24;0;55;0
85;2021-01-09;42;0;97;0
85;2021-01-10;7;0;104;0
85;2021-01-11;51;0;155;0
85;2021-01-12;60;0;215;0
85;2021-01-13;61;0;276;0
85;2021-01-14;70;0;346;0
85;2021-01-15;64;0;410;0
85;2021-01-16;28;0;438;0
85;2021-01-17;4;0;442;0
85;2021-01-18;30;0;472;0
85;2021-01-19;74;0;546;0
85;2021-01-20;68;0;614;0
85;2021-01-21;112;0;726;0
85;2021-01-22;62;1;788;1
85;2021-01-23;19;0;807;1
85;2021-01-24;2;0;809;1
85;2021-01-25;16;0;825;1
85;2021-01-26;31;4;856;5
85;2021-01-27;52;2;908;7
85;2021-01-28;46;2;954;9
85;2021-01-29;36;2;990;11
85;2021-01-30;6;2;996;13
85;2021-01-31;0;7;996;20
85;2021-02-01;13;9;1009;29
85;2021-02-02;20;13;1029;42
85;2021-02-03;11;18;1040;60
85;2021-02-04;30;28;1070;88
85;2021-02-05;17;16;1087;104
85;2021-02-06;5;31;1092;135
85;2021-02-07;0;0;1092;135
85;2021-02-08;13;49;1105;184
85;2021-02-09;22;94;1127;278
85;2021-02-10;33;78;1160;356
85;2021-02-11;67;140;1227;496
85;2021-02-12;53;83;1280;579
85;2021-02-13;7;46;1287;625
85;2021-02-14;0;2;1287;627
85;2021-02-15;8;37;1295;664
85;2021-02-16;41;57;1336;721
85;2021-02-17;58;75;1394;796
85;2021-02-18;82;67;1476;863
85;2021-02-19;54;41;1530;904
85;2021-02-20;13;12;1543;916
85;2021-02-21;0;0;1543;916
85;2021-02-22;33;15;1576;931
85;2021-02-23;57;16;1633;947
85;2021-02-24;88;7;1721;954
85;2021-02-25;310;11;2031;965
85;2021-02-26;300;21;2331;986
85;2021-02-27;206;4;2537;990
85;2021-02-28;1;0;2538;990
85;2021-03-01;83;11;2621;1001
85;2021-03-02;125;23;2746;1024
85;2021-03-03;148;20;2894;1044
85;2021-03-04;309;58;3203;1102
85;2021-03-05;379;47;3582;1149
85;2021-03-06;247;6;3829;1155
85;2021-03-07;25;0;3854;1155
85;2021-03-08;146;14;4000;1169
85;2021-03-09;222;25;4222;1194
85;2021-03-10;180;29;4402;1223
85;2021-03-11;370;48;4772;1271
85;2021-03-12;382;28;5154;1299
85;2021-03-13;265;5;5419;1304
85;2021-03-14;39;0;5458;1304
85;2021-03-15;145;23;5603;1327
85;2021-03-16;73;43;5676;1370
85;2021-03-17;67;37;5743;1407
85;2021-03-18;110;30;5853;1437
85;2021-03-19;253;13;6106;1450
85;2021-03-20;136;10;6242;1460
85;2021-03-21;21;0;6263;1460
85;2021-03-22;143;29;6406;1489
85;2021-03-23;261;64;6667;1553
85;2021-03-24;280;22;6947;1575
85;2021-03-25;380;28;7327;1603
85;2021-03-26;434;25;7761;1628
85;2021-03-27;144;5;7905;1633
85;2021-03-28;32;0;7937;1633
85;2021-03-29;233;31;8170;1664
85;2021-03-30;226;43;8396;1707
85;2021-03-31;205;26;8601;1733
85;2021-04-01;331;60;8932;1793
86;2020-12-28;0;0;0;0
86;2020-12-29;0;0;0;0
86;2020-12-30;0;0;0;0
86;2020-12-31;0;0;0;0
86;2021-01-01;0;0;0;0
86;2021-01-02;0;0;0;0
86;2021-01-03;0;0;0;0
86;2021-01-04;0;0;0;0
86;2021-01-05;0;0;0;0
